,index,Ano,País,Tipo,Total Linha
4825,475,2011,África do Sul,capacitacao-professor,0.0
4824,474,2011,Venezuela,capacitacao-professor,0.0
4823,473,2011,Uruguai,capacitacao-professor,0.0
4822,472,2011,Timor-Leste,capacitacao-professor,0.0
4821,471,2011,Suíça,capacitacao-professor,0.0
4819,469,2011,Rússia,capacitacao-professor,0.0
4813,463,2011,Nova Zelândia (Aotearoa),capacitacao-professor,0.0
5660,440,2011,Cabo Verde,catedra,0.0
6525,435,2011,Angola,pidrh,0.0
5694,474,2011,Venezuela,catedra,0.0
5695,475,2011,África do Sul,catedra,0.0
5696,476,2011,Áustria,catedra,0.0
5697,477,2011,Índia,catedra,0.0
7394,434,2011,Alemanha,prof_visitante,0.0
7395,435,2011,Angola,prof_visitante,0.0
7396,436,2011,Argentina,prof_visitante,0.0
7397,437,2011,Austrália,prof_visitante,0.0
7398,438,2011,Bolívia,prof_visitante,0.0
7399,439,2011,Bélgica,prof_visitante,0.0
7400,440,2011,Cabo Verde,prof_visitante,0.0
7401,441,2011,Canadá,prof_visitante,0.0
7402,442,2011,"Checa, República",prof_visitante,0.0
7403,443,2011,Chile,prof_visitante,0.0
7404,444,2011,China,prof_visitante,0.0
7405,445,2011,Cuba,prof_visitante,0.0
7406,446,2011,Dinamarca,prof_visitante,0.0
7407,447,2011,Equador,prof_visitante,0.0
7408,448,2011,Espanha,prof_visitante,0.0
7409,449,2011,Estados Unidos da América,prof_visitante,0.0
7410,450,2011,Finlândia,prof_visitante,0.0
7411,451,2011,França,prof_visitante,0.0
7412,452,2011,Grécia,prof_visitante,0.0
7413,453,2011,Guadeloupe,prof_visitante,0.0
7414,454,2011,Hungria,prof_visitante,0.0
7415,455,2011,Irlanda,prof_visitante,0.0
7416,456,2011,Israel,prof_visitante,0.0
7417,457,2011,Itália,prof_visitante,0.0
7418,458,2011,Japão,prof_visitante,0.0
5693,473,2011,Uruguai,catedra,0.0
7419,459,2011,Luxemburgo,prof_visitante,0.0
5692,472,2011,Timor-Leste,catedra,0.0
5690,470,2011,Suécia,catedra,0.0
5661,441,2011,Canadá,catedra,0.0
5662,442,2011,"Checa, República",catedra,0.0
5663,443,2011,Chile,catedra,0.0
5664,444,2011,China,catedra,0.0
5665,445,2011,Cuba,catedra,0.0
5666,446,2011,Dinamarca,catedra,0.0
5667,447,2011,Equador,catedra,0.0
5668,448,2011,Espanha,catedra,0.0
5669,449,2011,Estados Unidos da América,catedra,0.0
5670,450,2011,Finlândia,catedra,0.0
5671,451,2011,França,catedra,0.0
5672,452,2011,Grécia,catedra,0.0
5673,453,2011,Guadeloupe,catedra,0.0
5674,454,2011,Hungria,catedra,0.0
5675,455,2011,Irlanda,catedra,0.0
5676,456,2011,Israel,catedra,0.0
5677,457,2011,Itália,catedra,0.0
5678,458,2011,Japão,catedra,0.0
5679,459,2011,Luxemburgo,catedra,0.0
5680,460,2011,Moçambique,catedra,0.0
5681,461,2011,México,catedra,0.0
5682,462,2011,Noruega,catedra,0.0
5683,463,2011,Nova Zelândia (Aotearoa),catedra,0.0
5684,464,2011,Países Baixos (Holanda),catedra,0.0
5685,465,2011,Peru,catedra,0.0
5686,466,2011,Porto Rico,catedra,0.0
5687,467,2011,Portugal,catedra,0.0
5688,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,catedra,0.0
5689,469,2011,Rússia,catedra,0.0
5691,471,2011,Suíça,catedra,0.0
6524,434,2011,Alemanha,pidrh,0.0
7420,460,2011,Moçambique,prof_visitante,0.0
7422,462,2011,Noruega,prof_visitante,0.0
6553,463,2011,Nova Zelândia (Aotearoa),pidrh,0.0
6552,462,2011,Noruega,pidrh,0.0
6551,461,2011,México,pidrh,0.0
6550,460,2011,Moçambique,pidrh,0.0
6549,459,2011,Luxemburgo,pidrh,0.0
6548,458,2011,Japão,pidrh,0.0
6547,457,2011,Itália,pidrh,0.0
5659,439,2011,Bélgica,catedra,0.0
6545,455,2011,Irlanda,pidrh,0.0
6544,454,2011,Hungria,pidrh,0.0
6543,453,2011,Guadeloupe,pidrh,0.0
6542,452,2011,Grécia,pidrh,0.0
6541,451,2011,França,pidrh,0.0
6540,450,2011,Finlândia,pidrh,0.0
6539,449,2011,Estados Unidos da América,pidrh,0.0
6538,448,2011,Espanha,pidrh,0.0
6537,447,2011,Equador,pidrh,0.0
6536,446,2011,Dinamarca,pidrh,0.0
6535,445,2011,Cuba,pidrh,0.0
6534,444,2011,China,pidrh,0.0
6533,443,2011,Chile,pidrh,0.0
6532,442,2011,"Checa, República",pidrh,0.0
6531,441,2011,Canadá,pidrh,0.0
6530,440,2011,Cabo Verde,pidrh,0.0
6529,439,2011,Bélgica,pidrh,0.0
6528,438,2011,Bolívia,pidrh,0.0
6527,437,2011,Austrália,pidrh,0.0
7437,477,2011,Índia,prof_visitante,0.0
6526,436,2011,Argentina,pidrh,0.0
6554,464,2011,Países Baixos (Holanda),pidrh,0.0
7421,461,2011,México,prof_visitante,0.0
6555,465,2011,Peru,pidrh,0.0
6557,467,2011,Portugal,pidrh,0.0
7423,463,2011,Nova Zelândia (Aotearoa),prof_visitante,0.0
7424,464,2011,Países Baixos (Holanda),prof_visitante,0.0
7425,465,2011,Peru,prof_visitante,0.0
7426,466,2011,Porto Rico,prof_visitante,0.0
7427,467,2011,Portugal,prof_visitante,0.0
7428,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,prof_visitante,0.0
7429,469,2011,Rússia,prof_visitante,0.0
7430,470,2011,Suécia,prof_visitante,0.0
7431,471,2011,Suíça,prof_visitante,0.0
7432,472,2011,Timor-Leste,prof_visitante,0.0
7433,473,2011,Uruguai,prof_visitante,0.0
7434,474,2011,Venezuela,prof_visitante,0.0
7435,475,2011,África do Sul,prof_visitante,0.0
7436,476,2011,Áustria,prof_visitante,0.0
5658,438,2011,Bolívia,catedra,0.0
5657,437,2011,Austrália,catedra,0.0
5656,436,2011,Argentina,catedra,0.0
5655,435,2011,Angola,catedra,0.0
5654,434,2011,Alemanha,catedra,0.0
6567,477,2011,Índia,pidrh,0.0
6566,476,2011,Áustria,pidrh,0.0
6565,475,2011,África do Sul,pidrh,0.0
6564,474,2011,Venezuela,pidrh,0.0
6563,473,2011,Uruguai,pidrh,0.0
6562,472,2011,Timor-Leste,pidrh,0.0
6561,471,2011,Suíça,pidrh,0.0
6560,470,2011,Suécia,pidrh,0.0
6559,469,2011,Rússia,pidrh,0.0
6558,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,pidrh,0.0
6556,466,2011,Porto Rico,pidrh,0.0
6546,456,2011,Israel,pidrh,0.0
3914,434,2011,Alemanha,articulador-pedagogico,0.0
3086,476,2011,Áustria,pos-doc,2.0
3078,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,pos-doc,46.0
3077,467,2011,Portugal,pos-doc,96.0
3076,466,2011,Porto Rico,pos-doc,0.0
3075,465,2011,Peru,pos-doc,1.0
2174,434,2011,Alemanha,mestrado,10.0
2175,435,2011,Angola,mestrado,0.0
2176,436,2011,Argentina,mestrado,33.0
2177,437,2011,Austrália,mestrado,0.0
2178,438,2011,Bolívia,mestrado,0.0
2179,439,2011,Bélgica,mestrado,0.0
2180,440,2011,Cabo Verde,mestrado,0.0
2181,441,2011,Canadá,mestrado,0.0
2182,442,2011,"Checa, República",mestrado,0.0
2183,443,2011,Chile,mestrado,0.0
2184,444,2011,China,mestrado,0.0
2185,445,2011,Cuba,mestrado,0.0
2186,446,2011,Dinamarca,mestrado,0.0
2187,447,2011,Equador,mestrado,0.0
2188,448,2011,Espanha,mestrado,0.0
2189,449,2011,Estados Unidos da América,mestrado,7.0
2190,450,2011,Finlândia,mestrado,0.0
2191,451,2011,França,mestrado,0.0
2192,452,2011,Grécia,mestrado,0.0
2193,453,2011,Guadeloupe,mestrado,0.0
2194,454,2011,Hungria,mestrado,0.0
2195,455,2011,Irlanda,mestrado,0.0
2196,456,2011,Israel,mestrado,0.0
1346,476,2011,Áustria,Doutorado,9.0
2197,457,2011,Itália,mestrado,0.0
1347,477,2011,Índia,Doutorado,0.0
3080,470,2011,Suécia,pos-doc,0.0
3957,477,2011,Índia,articulador-pedagogico,0.0
434,434,2011,Alemanha,Graduacao,168.0
435,435,2011,Angola,Graduacao,0.0
436,436,2011,Argentina,Graduacao,0.0
437,437,2011,Austrália,Graduacao,0.0
438,438,2011,Bolívia,Graduacao,0.0
439,439,2011,Bélgica,Graduacao,0.0
440,440,2011,Cabo Verde,Graduacao,0.0
441,441,2011,Canadá,Graduacao,0.0
442,442,2011,"Checa, República",Graduacao,0.0
443,443,2011,Chile,Graduacao,0.0
444,444,2011,China,Graduacao,0.0
445,445,2011,Cuba,Graduacao,0.0
446,446,2011,Dinamarca,Graduacao,0.0
447,447,2011,Equador,Graduacao,0.0
448,448,2011,Espanha,Graduacao,10.0
449,449,2011,Estados Unidos da América,Graduacao,811.0
450,450,2011,Finlândia,Graduacao,0.0
451,451,2011,França,Graduacao,1015.0
452,452,2011,Grécia,Graduacao,0.0
453,453,2011,Guadeloupe,Graduacao,0.0
3087,477,2011,Índia,pos-doc,1.0
3085,475,2011,África do Sul,pos-doc,0.0
3084,474,2011,Venezuela,pos-doc,0.0
3083,473,2011,Uruguai,pos-doc,0.0
3082,472,2011,Timor-Leste,pos-doc,0.0
3081,471,2011,Suíça,pos-doc,4.0
3079,469,2011,Rússia,pos-doc,0.0
2198,458,2011,Japão,mestrado,0.0
2199,459,2011,Luxemburgo,mestrado,0.0
2200,460,2011,Moçambique,mestrado,0.0
3059,449,2011,Estados Unidos da América,pos-doc,177.0
3058,448,2011,Espanha,pos-doc,163.0
3057,447,2011,Equador,pos-doc,1.0
454,454,2011,Hungria,Graduacao,0.0
455,455,2011,Irlanda,Graduacao,0.0
456,456,2011,Israel,Graduacao,0.0
457,457,2011,Itália,Graduacao,0.0
458,458,2011,Japão,Graduacao,1.0
459,459,2011,Luxemburgo,Graduacao,0.0
460,460,2011,Moçambique,Graduacao,0.0
461,461,2011,México,Graduacao,0.0
462,462,2011,Noruega,Graduacao,0.0
463,463,2011,Nova Zelândia (Aotearoa),Graduacao,0.0
464,464,2011,Países Baixos (Holanda),Graduacao,3.0
465,465,2011,Peru,Graduacao,0.0
466,466,2011,Porto Rico,Graduacao,10.0
467,467,2011,Portugal,Graduacao,428.0
468,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,Graduacao,0.0
469,469,2011,Rússia,Graduacao,0.0
470,470,2011,Suécia,Graduacao,0.0
471,471,2011,Suíça,Graduacao,0.0
472,472,2011,Timor-Leste,Graduacao,0.0
473,473,2011,Uruguai,Graduacao,0.0
474,474,2011,Venezuela,Graduacao,0.0
475,475,2011,África do Sul,Graduacao,0.0
476,476,2011,Áustria,Graduacao,0.0
477,477,2011,Índia,Graduacao,0.0
3060,450,2011,Finlândia,pos-doc,0.0
3061,451,2011,França,pos-doc,159.0
3062,452,2011,Grécia,pos-doc,0.0
3063,453,2011,Guadeloupe,pos-doc,0.0
2201,461,2011,México,mestrado,0.0
2202,462,2011,Noruega,mestrado,0.0
2203,463,2011,Nova Zelândia (Aotearoa),mestrado,0.0
2204,464,2011,Países Baixos (Holanda),mestrado,0.0
2205,465,2011,Peru,mestrado,0.0
2206,466,2011,Porto Rico,mestrado,0.0
2207,467,2011,Portugal,mestrado,0.0
2208,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,mestrado,0.0
2209,469,2011,Rússia,mestrado,0.0
2210,470,2011,Suécia,mestrado,0.0
2211,471,2011,Suíça,mestrado,0.0
2212,472,2011,Timor-Leste,mestrado,0.0
2213,473,2011,Uruguai,mestrado,6.0
3955,475,2011,África do Sul,articulador-pedagogico,0.0
2214,474,2011,Venezuela,mestrado,0.0
2216,476,2011,Áustria,mestrado,0.0
2217,477,2011,Índia,mestrado,0.0
3074,464,2011,Países Baixos (Holanda),pos-doc,23.0
3073,463,2011,Nova Zelândia (Aotearoa),pos-doc,1.0
3072,462,2011,Noruega,pos-doc,0.0
3071,461,2011,México,pos-doc,6.0
3070,460,2011,Moçambique,pos-doc,0.0
3069,459,2011,Luxemburgo,pos-doc,0.0
3068,458,2011,Japão,pos-doc,3.0
3067,457,2011,Itália,pos-doc,16.0
3066,456,2011,Israel,pos-doc,0.0
3065,455,2011,Irlanda,pos-doc,0.0
3064,454,2011,Hungria,pos-doc,0.0
2215,475,2011,África do Sul,mestrado,0.0
3954,474,2011,Venezuela,articulador-pedagogico,0.0
3956,476,2011,Áustria,articulador-pedagogico,0.0
3952,472,2011,Timor-Leste,articulador-pedagogico,0.0
1316,446,2011,Dinamarca,Doutorado,11.0
1315,445,2011,Cuba,Doutorado,9.0
1314,444,2011,China,Doutorado,3.0
1313,443,2011,Chile,Doutorado,5.0
1312,442,2011,"Checa, República",Doutorado,2.0
1311,441,2011,Canadá,Doutorado,94.0
1310,440,2011,Cabo Verde,Doutorado,1.0
1309,439,2011,Bélgica,Doutorado,33.0
1308,438,2011,Bolívia,Doutorado,1.0
1307,437,2011,Austrália,Doutorado,25.0
1306,436,2011,Argentina,Doutorado,49.0
1317,447,2011,Equador,Doutorado,6.0
1305,435,2011,Angola,Doutorado,1.0
3044,434,2011,Alemanha,pos-doc,76.0
3045,435,2011,Angola,pos-doc,0.0
3046,436,2011,Argentina,pos-doc,17.0
3047,437,2011,Austrália,pos-doc,6.0
3048,438,2011,Bolívia,pos-doc,0.0
3953,473,2011,Uruguai,articulador-pedagogico,0.0
3050,440,2011,Cabo Verde,pos-doc,0.0
3051,441,2011,Canadá,pos-doc,42.0
3052,442,2011,"Checa, República",pos-doc,0.0
3053,443,2011,Chile,pos-doc,1.0
3054,444,2011,China,pos-doc,4.0
1304,434,2011,Alemanha,Doutorado,197.0
1318,448,2011,Espanha,Doutorado,295.0
1319,449,2011,Estados Unidos da América,Doutorado,640.0
1320,450,2011,Finlândia,Doutorado,5.0
1345,475,2011,África do Sul,Doutorado,3.0
1344,474,2011,Venezuela,Doutorado,1.0
1343,473,2011,Uruguai,Doutorado,4.0
1342,472,2011,Timor-Leste,Doutorado,0.0
1341,471,2011,Suíça,Doutorado,17.0
1340,470,2011,Suécia,Doutorado,19.0
1339,469,2011,Rússia,Doutorado,1.0
1338,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,Doutorado,196.0
1337,467,2011,Portugal,Doutorado,456.0
1336,466,2011,Porto Rico,Doutorado,0.0
1335,465,2011,Peru,Doutorado,1.0
1334,464,2011,Países Baixos (Holanda),Doutorado,78.0
1333,463,2011,Nova Zelândia (Aotearoa),Doutorado,8.0
1332,462,2011,Noruega,Doutorado,7.0
1331,461,2011,México,Doutorado,17.0
1330,460,2011,Moçambique,Doutorado,1.0
1329,459,2011,Luxemburgo,Doutorado,1.0
1328,458,2011,Japão,Doutorado,4.0
1327,457,2011,Itália,Doutorado,98.0
1326,456,2011,Israel,Doutorado,1.0
1325,455,2011,Irlanda,Doutorado,3.0
1324,454,2011,Hungria,Doutorado,1.0
1323,453,2011,Guadeloupe,Doutorado,1.0
1322,452,2011,Grécia,Doutorado,4.0
1321,451,2011,França,Doutorado,514.0
3055,445,2011,Cuba,pos-doc,3.0
3056,446,2011,Dinamarca,pos-doc,1.0
3049,439,2011,Bélgica,pos-doc,4.0
3925,445,2011,Cuba,articulador-pedagogico,0.0
3935,455,2011,Irlanda,articulador-pedagogico,0.0
3915,435,2011,Angola,articulador-pedagogico,0.0
3916,436,2011,Argentina,articulador-pedagogico,0.0
3917,437,2011,Austrália,articulador-pedagogico,0.0
3918,438,2011,Bolívia,articulador-pedagogico,0.0
3919,439,2011,Bélgica,articulador-pedagogico,0.0
3920,440,2011,Cabo Verde,articulador-pedagogico,0.0
3921,441,2011,Canadá,articulador-pedagogico,0.0
3936,456,2011,Israel,articulador-pedagogico,0.0
3922,442,2011,"Checa, República",articulador-pedagogico,0.0
3924,444,2011,China,articulador-pedagogico,0.0
3934,454,2011,Hungria,articulador-pedagogico,0.0
3926,446,2011,Dinamarca,articulador-pedagogico,0.0
3927,447,2011,Equador,articulador-pedagogico,0.0
3928,448,2011,Espanha,articulador-pedagogico,0.0
3929,449,2011,Estados Unidos da América,articulador-pedagogico,0.0
3933,453,2011,Guadeloupe,articulador-pedagogico,0.0
3930,450,2011,Finlândia,articulador-pedagogico,0.0
3923,443,2011,Chile,articulador-pedagogico,0.0
3937,457,2011,Itália,articulador-pedagogico,0.0
3938,458,2011,Japão,articulador-pedagogico,0.0
3939,459,2011,Luxemburgo,articulador-pedagogico,0.0
3951,471,2011,Suíça,articulador-pedagogico,0.0
3950,470,2011,Suécia,articulador-pedagogico,0.0
3931,451,2011,França,articulador-pedagogico,0.0
3948,468,2011,Reino Unido da Grã-Bretanha e Irlanda do Norte,articulador-pedagogico,0.0
3947,467,2011,Portugal,articulador-pedagogico,0.0
3946,466,2011,Porto Rico,articulador-pedagogico,0.0
3949,469,2011,Rússia,articulador-pedagogico,0.0
3944,464,2011,Países Baixos (Holanda),articulador-pedagogico,0.0
3943,463,2011,Nova Zelândia (Aotearoa),articulador-pedagogico,0.0
3942,462,2011,Noruega,articulador-pedagogico,0.0
3941,461,2011,México,articulador-pedagogico,0.0
3940,460,2011,Moçambique,articulador-pedagogico,0.0
3945,465,2011,Peru,articulador-pedagogico,0.0
3932,452,2011,Grécia,articulador-pedagogico,0.0
485,485,2012,"Checa, República",Graduacao,0.0
486,486,2012,Chile,Graduacao,0.0
482,482,2012,Bolívia,Graduacao,0.0
513,513,2012,Peru,Graduacao,0.0
514,514,2012,Porto Rico,Graduacao,2.0
515,515,2012,Portugal,Graduacao,871.0
483,483,2012,Bélgica,Graduacao,0.0
500,500,2012,Hungria,Graduacao,0.0
501,501,2012,Irlanda,Graduacao,0.0
499,499,2012,Guiana Francesa,Graduacao,0.0
3130,520,2012,Timor-Leste,pos-doc,0.0
497,497,2012,França,Graduacao,1754.0
496,496,2012,Finlândia,Graduacao,0.0
495,495,2012,Estados Unidos da América,Graduacao,2063.0
494,494,2012,Espanha,Graduacao,10.0
493,493,2012,Equador,Graduacao,24.0
492,492,2012,Dinamarca,Graduacao,0.0
491,491,2012,Cuba,Graduacao,0.0
490,490,2012,Costa Rica,Graduacao,0.0
489,489,2012,Coreia do Sul,Graduacao,1.0
484,484,2012,Canadá,Graduacao,74.0
488,488,2012,Colômbia,Graduacao,0.0
503,503,2012,Itália,Graduacao,284.0
504,504,2012,Japão,Graduacao,4.0
505,505,2012,Letónia,Graduacao,0.0
506,506,2012,Luxemburgo,Graduacao,0.0
507,507,2012,Moçambique,Graduacao,0.0
508,508,2012,México,Graduacao,0.0
509,509,2012,Noruega,Graduacao,0.0
510,510,2012,Nova Zelândia (Aotearoa),Graduacao,0.0
511,511,2012,Paraguai,Graduacao,0.0
512,512,2012,Países Baixos (Holanda),Graduacao,29.0
487,487,2012,China,Graduacao,0.0
502,502,2012,Israel,Graduacao,0.0
481,481,2012,Austrália,Graduacao,0.0
498,498,2012,Grécia,Graduacao,0.0
479,479,2012,Angola,Graduacao,1.0
7461,501,2012,Irlanda,prof_visitante,0.0
7462,502,2012,Israel,prof_visitante,0.0
7463,503,2012,Itália,prof_visitante,0.0
7464,504,2012,Japão,prof_visitante,0.0
7465,505,2012,Letónia,prof_visitante,0.0
7466,506,2012,Luxemburgo,prof_visitante,0.0
7467,507,2012,Moçambique,prof_visitante,0.0
7468,508,2012,México,prof_visitante,0.0
7469,509,2012,Noruega,prof_visitante,0.0
7470,510,2012,Nova Zelândia (Aotearoa),prof_visitante,0.0
7471,511,2012,Paraguai,prof_visitante,0.0
7472,512,2012,Países Baixos (Holanda),prof_visitante,0.0
7473,513,2012,Peru,prof_visitante,0.0
7474,514,2012,Porto Rico,prof_visitante,0.0
7475,515,2012,Portugal,prof_visitante,0.0
7476,516,2012,Reino Unido da Grã-Bretanha e Irlanda do Norte,prof_visitante,0.0
7477,517,2012,Rússia,prof_visitante,0.0
7478,518,2012,Suécia,prof_visitante,0.0
7479,519,2012,Suíça,prof_visitante,0.0
7480,520,2012,Timor-Leste,prof_visitante,0.0
7481,521,2012,Uruguai,prof_visitante,0.0
7460,500,2012,Hungria,prof_visitante,0.0
480,480,2012,Argentina,Graduacao,22.0
7459,499,2012,Guiana Francesa,prof_visitante,0.0
7457,497,2012,França,prof_visitante,0.0
478,478,2012,Alemanha,Graduacao,572.0
516,516,2012,Reino Unido da Grã-Bretanha e Irlanda do Norte,Graduacao,479.0
7438,478,2012,Alemanha,prof_visitante,0.0
7439,479,2012,Angola,prof_visitante,0.0
7440,480,2012,Argentina,prof_visitante,0.0
7441,481,2012,Austrália,prof_visitante,0.0
7442,482,2012,Bolívia,prof_visitante,0.0
7443,483,2012,Bélgica,prof_visitante,0.0
7444,484,2012,Canadá,prof_visitante,0.0
7445,485,2012,"Checa, República",prof_visitante,0.0
7446,486,2012,Chile,prof_visitante,0.0
7447,487,2012,China,prof_visitante,0.0
7448,488,2012,Colômbia,prof_visitante,0.0
7449,489,2012,Coreia do Sul,prof_visitante,0.0
7450,490,2012,Costa Rica,prof_visitante,0.0
7451,491,2012,Cuba,prof_visitante,0.0
7452,492,2012,Dinamarca,prof_visitante,0.0
7453,493,2012,Equador,prof_visitante,0.0
7454,494,2012,Espanha,prof_visitante,0.0
7455,495,2012,Estados Unidos da América,prof_visitante,0.0
7456,496,2012,Finlândia,prof_visitante,0.0
7458,498,2012,Grécia,prof_visitante,0.0
517,517,2012,Rússia,Graduacao,0.0
4864,514,2012,Porto Rico,capacitacao-professor,0.0
519,519,2012,Suíça,Graduacao,0.0
5740,520,2012,Timor-Leste,catedra,0.0
5739,519,2012,Suíça,catedra,0.0
5738,518,2012,Suécia,catedra,0.0
5737,517,2012,Rússia,catedra,0.0
5736,516,2012,Reino Unido da Grã-Bretanha e Irlanda do Norte,catedra,0.0
5735,515,2012,Portugal,catedra,0.0
5734,514,2012,Porto Rico,catedra,0.0
5733,513,2012,Peru,catedra,0.0
5732,512,2012,Países Baixos (Holanda),catedra,0.0
5731,511,2012,Paraguai,catedra,0.0
5730,510,2012,Nova Zelândia (Aotearoa),catedra,0.0
5729,509,2012,Noruega,catedra,0.0
5728,508,2012,México,catedra,0.0
5727,507,2012,Moçambique,catedra,0.0
5726,506,2012,Luxemburgo,catedra,0.0
5725,505,2012,Letónia,catedra,0.0
5724,504,2012,Japão,catedra,0.0
5741,521,2012,Uruguai,catedra,0.0
5742,522,2012,Venezuela,catedra,0.0
5743,523,2012,África do Sul,catedra,0.0
5744,524,2012,Áustria,catedra,0.0
3112,502,2012,Israel,pos-doc,1.0
3113,503,2012,Itália,pos-doc,15.0
3114,504,2012,Japão,pos-doc,3.0
3115,505,2012,Letónia,pos-doc,0.0
3116,506,2012,Luxemburgo,pos-doc,2.0
3117,507,2012,Moçambique,pos-doc,0.0
3118,508,2012,México,pos-doc,8.0
3119,509,2012,Noruega,pos-doc,0.0
5723,503,2012,Itália,catedra,0.0
3120,510,2012,Nova Zelândia (Aotearoa),pos-doc,2.0
3122,512,2012,Países Baixos (Holanda),pos-doc,25.0
3123,513,2012,Peru,pos-doc,1.0
521,521,2012,Uruguai,Graduacao,0.0
522,522,2012,Venezuela,Graduacao,0.0
523,523,2012,África do Sul,Graduacao,0.0
524,524,2012,Áustria,Graduacao,0.0
525,525,2012,Índia,Graduacao,0.0
5745,525,2012,Índia,catedra,0.0
3121,511,2012,Paraguai,pos-doc,0.0
5722,502,2012,Israel,catedra,0.0
5721,501,2012,Irlanda,catedra,0.0
5720,500,2012,Hungria,catedra,0.0
2258,518,2012,Suécia,mestrado,0.0
2259,519,2012,Suíça,mestrado,0.0
2260,520,2012,Timor-Leste,mestrado,0.0
2261,521,2012,Uruguai,mestrado,12.0
2262,522,2012,Venezuela,mestrado,0.0
2263,523,2012,África do Sul,mestrado,0.0
2264,524,2012,Áustria,mestrado,0.0
2265,525,2012,Índia,mestrado,0.0
5698,478,2012,Alemanha,catedra,0.0
3124,514,2012,Porto Rico,pos-doc,0.0
3126,516,2012,Reino Unido da Grã-Bretanha e Irlanda do Norte,pos-doc,68.0
3127,517,2012,Rússia,pos-doc,0.0
3128,518,2012,Suécia,pos-doc,1.0
3135,525,2012,Índia,pos-doc,1.0
3134,524,2012,Áustria,pos-doc,0.0
3133,523,2012,África do Sul,pos-doc,1.0
3132,522,2012,Venezuela,pos-doc,0.0
3131,521,2012,Uruguai,pos-doc,5.0
3125,515,2012,Portugal,pos-doc,111.0
3111,501,2012,Irlanda,pos-doc,0.0
5699,479,2012,Angola,catedra,0.0
5701,481,2012,Austrália,catedra,0.0
5719,499,2012,Guiana Francesa,catedra,0.0
5718,498,2012,Grécia,catedra,0.0
5717,497,2012,França,catedra,0.0
5716,496,2012,Finlândia,catedra,0.0
5715,495,2012,Estados Unidos da América,catedra,0.0
5714,494,2012,Espanha,catedra,0.0
5713,493,2012,Equador,catedra,0.0
5712,492,2012,Dinamarca,catedra,0.0
5700,480,2012,Argentina,catedra,0.0
5711,491,2012,Cuba,catedra,0.0
5709,489,2012,Coreia do Sul,catedra,0.0
5708,488,2012,Colômbia,catedra,0.0
5707,487,2012,China,catedra,0.0
5706,486,2012,Chile,catedra,0.0
5705,485,2012,"Checa, República",catedra,0.0
5704,484,2012,Canadá,catedra,0.0
5703,483,2012,Bélgica,catedra,0.0
5702,482,2012,Bolívia,catedra,0.0
5710,490,2012,Costa Rica,catedra,0.0
518,518,2012,Suécia,Graduacao,0.0
3110,500,2012,Hungria,pos-doc,0.0
3108,498,2012,Grécia,pos-doc,0.0
4835,485,2012,"Checa, República",capacitacao-professor,0.0
4836,486,2012,Chile,capacitacao-professor,0.0
4837,487,2012,China,capacitacao-professor,0.0
4838,488,2012,Colômbia,capacitacao-professor,0.0
4839,489,2012,Coreia do Sul,capacitacao-professor,0.0
4840,490,2012,Costa Rica,capacitacao-professor,0.0
4841,491,2012,Cuba,capacitacao-professor,0.0
4842,492,2012,Dinamarca,capacitacao-professor,0.0
4843,493,2012,Equador,capacitacao-professor,0.0
4844,494,2012,Espanha,capacitacao-professor,0.0
4845,495,2012,Estados Unidos da América,capacitacao-professor,534.0
4846,496,2012,Finlândia,capacitacao-professor,0.0
4847,497,2012,França,capacitacao-professor,56.0
4848,498,2012,Grécia,capacitacao-professor,0.0
4849,499,2012,Guiana Francesa,capacitacao-professor,0.0
4850,500,2012,Hungria,capacitacao-professor,0.0
4851,501,2012,Irlanda,capacitacao-professor,0.0
4834,484,2012,Canadá,capacitacao-professor,0.0
4833,483,2012,Bélgica,capacitacao-professor,0.0
4832,482,2012,Bolívia,capacitacao-professor,0.0
4831,481,2012,Austrália,capacitacao-professor,0.0
520,520,2012,Timor-Leste,Graduacao,0.0
6602,512,2012,Países Baixos (Holanda),pidrh,0.0
6603,513,2012,Peru,pidrh,0.0
6604,514,2012,Porto Rico,pidrh,0.0
6605,515,2012,Portugal,pidrh,0.0
6606,516,2012,Reino Unido da Grã-Bretanha e Irlanda do Norte,pidrh,0.0
6607,517,2012,Rússia,pidrh,0.0
6608,518,2012,Suécia,pidrh,0.0
4852,502,2012,Israel,capacitacao-professor,0.0
6609,519,2012,Suíça,pidrh,0.0
6611,521,2012,Uruguai,pidrh,0.0
6612,522,2012,Venezuela,pidrh,0.0
6613,523,2012,África do Sul,pidrh,0.0
6614,524,2012,Áustria,pidrh,0.0
6615,525,2012,Índia,pidrh,0.0
4828,478,2012,Alemanha,capacitacao-professor,0.0
4829,479,2012,Angola,capacitacao-professor,0.0
4830,480,2012,Argentina,capacitacao-professor,0.0
6610,520,2012,Timor-Leste,pidrh,0.0
4853,503,2012,Itália,capacitacao-professor,0.0
4854,504,2012,Japão,capacitacao-professor,0.0
4855,505,2012,Letónia,capacitacao-professor,0.0
